Resorts (532 Found),Avg User Rating,"Family /
Adults Only",Direct USD 2026,Direct CAD 2026,Value Ratio,AAA,Forbes,Hotel Class,Hyatt,Northstar,Deal Breakers?,Country,Area,Airport,Direct Flight,To / From Airport,Hotel Brand,Hotel Style,Amenities,Special Room Options,"Food, Beach, Party","Guaranteed
Connecting Rooms",Beds,"High
Rise",# of Rooms,Year Built,Year Renovated,Floors
Manta Island Resort,94.5,Family,"$18,042.01","$25,175.01",0.80,,,,,,,Belize,Glovers Reef Atoll,Dangriga,FALSE,,,"Romantic, Luxury","Diving, Room Service, Snorkelling, Beach, Spa, Fishing, Wi-Fi Free","Villas, Plunge Pool Rooms",,,2 King and 1 Twin,FALSE,21,2021,2025,
"Sugar Beach, A Viceroy Resort",94.5,Family,"$24,847.00","$34,670.39",0.58,4,,5,,9,,Saint Lucia,Soufriere,George F. L. Charles,FALSE,1h 30m,Viceroy Hotels & Resorts,"Family, Family Resort","Beach, Kids Club, Heated Pool, Gym, Yoga Classes, Diving, Snorkelling, Babysitting, Hiking, Tennis, Fishing, Spa, Evening Entertainment, Buffet, Wi-Fi Free","Villas, Plunge Pool Rooms",,,1 King and 1 Sofa Bed,FALSE,130,1989,2021,1
Valentin Imperial Riviera Maya,94.3,Adults Only,"$4,680.09","$6,530.39",3.06,,,5,,8,,Mexico,Playa del Secreto,Cancun,TRUE,0h 33m,,"Quiet, Business","Beach, Gym, Archery, Yoga Classes, Diving, Tennis, Room Service, Swim Up Bar, Bicycles Available, Nightclub, Spa, Evening Entertainment, Buffet, Restaurants Don't Require Reservations","Swim Up Rooms, Plunge Pool Rooms",Great Food,,1 King or 2 Double,FALSE,540,2007,,3
"COCOS Hotel Antigua (Couples Only, No TV)",94.3,Adults Only,"$4,898.45","$6,835.08",2.92,,,,,4,"No TV, Couples Only",Antigua,Jolly Harbour,V.C. Bird,TRUE,0h 28m,,"Quiet, Romantic","Beach, Yoga Classes, Room Service, Snorkelling, Diving, Fishing, Evening Entertainment, Restaurants Don't Require Reservations, Wi-Fi Free","Villas, Plunge Pool Rooms, Beach Front Rooms",,,1 King,FALSE,34,,2020,1
Hotel El Dorado Maroma,94.3,Adults Only,"$4,948.00","$6,904.22",2.89,4,,5,,9,,Mexico,Playa Maroma,Cancun,TRUE,0h 37m,,"Charming, Harbour View","Beach, Gym, Room Service, Snorkelling, Fishing, Nightclub, Spa, Swim Up Bar, Diving, Evening Entertainment, Buffet, Wi-Fi Paid","Beach Front Rooms, Plunge Pool Rooms, Swim Up Rooms, Villas",,,1 King,FALSE,157,2007,,
JOIA Rose Hall by Iberostar,94.3,Adults Only,"$5,764.21","$8,043.12",2.48,4,,5,,9,,Jamaica,Rose Hall,Sangster,TRUE,0h 20m,IHG,"Trendy, Quiet","Beach, Gym, Casino, Swim Up Bar, Diving, Room Service, Tennis, Fishing, Nightclub, Spa, Evening Entertainment, Buffet",Swim Up Rooms,,,1 King or 2 Double,FALSE,295,2009,,
"Desire Pearl Riviera Maya Resort (Clothing optional, Couples Only)",94.3,Adults Only,"$5,979.96","$8,344.17",2.39,,,4,,8,"Clothing Optional, Couples Only",Mexico,Puerto Morelos,Cancun,TRUE,0h 28m,Desire,"Romantic, Ocean View","Beach, Gym, Yoga Classes, Swim Up Bar, Spa, Evening Entertainment, Buffet, Wi-Fi Free",Plunge Pool Rooms,,,1 King,FALSE,88,2001,,3
S Hotel Montego Bay (8+),94.3,Family,"$6,463.00","$9,018.18",2.21,3,,4,,NYR,8+ Allowed,Jamaica,Montego Bay,Sangster,TRUE,0h 4m,,"Trendy, Business","Beach, Gym, Snorkelling, Yoga Classes, Evening Entertainment, Room Service, Nightclub, Spa, Wi-Fi Free",,,,2 Double,TRUE,120,2019,,6
Sandals Royal Plantation (Couples only),94.3,Adults Only,"$7,475.00","$10,430.28",1.91,4,,5,,NYR,Couples Only,Jamaica,Ochos Rios,Sangster,TRUE,1h 32m,Sandals Resorts International,"Quiet, Luxury","Beach, Gym, Diving, Tennis, Evening Entertainment, Room Service, Golf Course, Fishing, Spa, Buffet, Wi-Fi Free","Villas, Plunge Pool Rooms",Great Beach,,1 King,FALSE,74,1957,2005,
Calabash Cove Resort and Spa,94.3,Adults Only,"$7,721.78","$10,774.62",1.85,,,5,,9,,Saint Lucia,Corinth,George F. L. Charles,FALSE,0h 10m,,"Quiet, Modern","Gym, Diving, Spa, Beach, Swim Up Bar, Fishing, Wi-Fi Free","Villas, Plunge Pool Rooms",,,1 King,FALSE,26,2009,,2
Fairmont Mayakoba,94.3,Family,"$13,409.00","$18,710.32",1.07,5,,5,,9,,Mexico,Playa del Carmen,Cancun,TRUE,0h 40m,Fairmont,"Family, Green","Beach, Kids Club, Pool Slide, Water Feature, Heated Pool, Gym, Archery, Bicycles Available, Diving, Snorkelling, Watersports Equipment Rentals, Spa, Yoga Classes, Adult Pool, Room Service, Swim Up Bar, Golf Course, Tennis, Windsurfing, Buffet, Wi-Fi Free","2 Bedroom Suites, Beach Front Rooms, Plunge Pool Rooms",,,2 Queen,FALSE,401,2006,2022,2
Round Hill Hotel and Villas,94.3,Family,"$22,333.00","$31,162.46",0.64,,,5,,9,Max 3 per Room,Jamaica,Hopewell,Sangster,TRUE,0h 29m,,"Quiet, Family","Beach, Kids Club, Gym, Diving, Snorkelling, Watersports Equipment Rentals, Fishing, Babysitting, Yoga Classes, Hiking, Tennis, Windsurfing, Spa, Evening Entertainment, Buffet, Wi-Fi Free","Plunge Pool Rooms, Villas",,,1 King or 2 Double,FALSE,129,1953,2023,2
Salinas Maceió All Inclusive Resort,94.0,Family,"$2,588.03","$3,611.22",5.41,,,3,,NYR,,Brazil,Maceio,Palmares,FALSE,0h 49m,,"Family Resort, Family","Gym, Buffet, Kids Club, Spa, Beach, Adult Pool, Evening Entertainment, Babysitting",Family Suite,,,2 Double,FALSE,151,2011,,
Ocean Allure Costa Mujeres,94.0,Adults Only,"$4,681.60","$6,532.49",2.99,,,5,,,,Mexico,Costa Mujeres,Cancun,TRUE,0h 48m,H10 Hotels,,"Gym, Lazy River, Swim Up Bar, Tennis, Evening Entertainment, Spa, Wi-Fi Free, Beach, Buffet, Snorkelling, Nightclub","Swim Up Rooms, Beach Front Rooms",,,1 King or 2 Double,FALSE,599,2025,,
Club Med Trancoso,94.0,Family,"$6,508.24","$9,081.31",2.15,,,4,,,,Brazil,Trancoso,Porto Seguro,FALSE,1h 1m,Club Med,"Family, Green","Gym, Hiking, Adult Pool, Swim Up Bar, Evening Entertainment, Nightclub, Kids Club, Spa, Buffet, Babysitting, Beach",Family Suite,,,1 King and 1 Sofa Bed,FALSE,308,2002,2021,3
Le Blanc Spa Resort Los Cabos,94.0,Adults Only,"$9,093.00","$12,687.96",1.54,5,,5,,9,,Mexico,San Jose del Cabo,Los Cabos,TRUE,0h 27m,Palace Resorts,"Business, Romantic","Beach, Heated Pool, Gym, Room Service, Swim Up Bar, Evening Entertainment, Spa, Buffet, Wi-Fi Free",2 Bedroom Suites,Great Food,,1 King,TRUE,373,2017,,12
Baoase Luxury Resort,94.0,Family,"$20,153.00","$28,120.59",0.69,4,Recommended,5,,7,,Curaçao,Willemstad,Aeropuerto Hato,TRUE,0h 23m,,"Quiet, Romantic","Beach, Gym, Room Service, Diving, Snorkelling, Spa, Wi-Fi Free","2 Bedroom Suites, Villas, Plunge Pool Rooms",,,1 King and 2 Queen,FALSE,23,2010,,2
Eden Roc Cap Cana - (Alcohol not included),94.0,Family,"$34,656.00","$48,357.42",0.40,4,4,5,,9,Alcohol not included,Dominican Republic,Cap Cana,Punta Cana,TRUE,0h 19m,,"Quiet, Luxury","Wi-Fi Free, Gym, Bicycles Available, Buffet, Golf Course, Horseback Riding, Fishing, Kids Club, Pets Allowed, Spa, Beach, Babysitting, Yoga Classes, Room Service, Hiking, Snorkelling, Evening Entertainment","Plunge Pool Rooms, 2 Bedroom Suites, Family Suite",Great Food,,1 King and 1 Sofa Bed,FALSE,65,2012,2016,1
Little Palm Island Resort & Spa (Alcohol not included),94.0,Adults Only,"$35,569.13","$49,631.56",0.39,,,4,,9,Alcohol not included,United States,Little Torch Key,Key West,FALSE,0h 39m,,"Quiet, Romantic","Beach, Heated Pool, Gym, Snorkelling, Evening Entertainment, Yoga Classes, Room Service, Diving, Watersports Equipment Rentals, Fishing, Spa, Wi-Fi Free",,,,1 King,FALSE,30,1989,2019,1
Secrets Cap Cana Resort & Spa,93.8,Adults Only,"$6,895.00","$9,620.97",2.00,5,,4,E,7,,Dominican Republic,Cap Cana,Punta Cana,TRUE,0h 17m,Hyatt,"Value, Trendy","Beach, Gym, Windsurfing, Swim Up Bar, Nightclub, Room Service, Spa, Evening Entertainment, Buffet, Restaurants Don't Require Reservations, Wi-Fi Free",Swim Up Rooms,,,1 King or 2 Queen,FALSE,457,2016,2019,6
The Explorean Kohunlich (No TV),93.7,Family,"$2,276.69","$3,176.79",6.02,,,4.5,,7,No TV,Mexico,Escarcega,Chetumal,FALSE,1h 19m,Fiesta Americana Travelty,"Quiet, Romantic","Bicycles Available, Hiking, Spa",Plunge Pool Rooms,,,1 King or 2 Double,FALSE,40,1996,2008,1
Barceló Maya Riviera (Non refundable),93.7,Adults Only,"$3,627.96","$5,062.29",3.78,4,,5,,NYR,Non Refundable,Mexico,Barcelo Maya,Cancun,TRUE,1h 5m,Barcelo,"Business, Modern","Beach, Gym, Snorkelling, Evening Entertainment, Spa, Swim Up Bar, Tennis, Nightclub, Buffet, Wi-Fi Free",Swim Up Rooms,,,1 King or 2 Double,FALSE,850,2019,,5
Excellence Punta Cana,93.7,Adults Only,"$3,912.00","$5,458.63",3.50,4,,5,,9,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 42m,The Excellence Collection,"Green, Bay View","Beach, Gym, Horseback Riding, Swim Up Bar, Snorkelling, Tennis, Evening Entertainment, Nightclub, Spa, Buffet, Restaurants Don't Require Reservations","Plunge Pool Rooms, Swim Up Rooms",,,1 King,FALSE,461,2000,2017,3
Petite Anse Hotel,93.7,Family,"$4,027.80","$5,620.21",3.40,,,3.5,,,Max 2 per Room,Grenada,Saint Patrick Parish,Point Saline,FALSE,1h 21m,,"Quiet, Family","Beach, Buffet, Wi-Fi Free","Villas, Beach Front Rooms",,,1 King,FALSE,13,2009,2018,2
Excellence El Carmen,93.7,Adults Only,"$4,613.00","$6,436.77",2.97,4,,5,,8,,Dominican Republic,Uvero Alto,Punta Cana,TRUE,0h 41m,The Excellence Collection,"Modern, Quiet","Beach, Heated Pool, Gym, Diving, Tennis, Evening Entertainment, Nightclub, Swim Up Bar, Snorkelling, Spa, Buffet, Restaurants Don't Require Reservations, Wi-Fi Free","Plunge Pool Rooms, Swim Up Rooms",,,1 King or 2 Double,FALSE,492,2016,,2
"Desire Riviera Maya Resort  (Clothing optional, Couples Only)",93.7,Adults Only,"$6,496.00","$9,064.23",2.11,,,4,,NYR,"Clothing Optional, Couples Only",Mexico,Puerto Morelos,Cancun,TRUE,0h 24m,Desire,"Romantic, Green","Beach, Gym, Swim Up Bar, Evening Entertainment, Spa, Room Service, Nightclub, Buffet, Wi-Fi Free","Plunge Pool Rooms, Swim Up Rooms",,,1 King,FALSE,114,2003,2020,2
Grand Residences Riviera Cancun,93.7,Family,"$6,772.05","$9,449.41",2.02,,,5,,9,,Mexico,Puerto Morelos,Cancun,TRUE,0h 31m,,"Hidden Gem, Family Resort","Beach, Kids Club, Heated Pool, Gym, Bicycles Available, Room Service, Swim Up Bar, Diving, Snorkelling, Adult Pool, Tennis, Babysitting, Buffet, Wi-Fi Free","2 Bedroom Suites, Beach Front Rooms, Plunge Pool Rooms",,Can't Book Two Rooms,1 King and 3 Single Murphy Beds,FALSE,144,2013,,5
Finest Playa Mujeres,93.7,Family,"$7,485.00","$10,444.23",1.83,4,,,,8,,Mexico,Playa Mujeres,Cancun,TRUE,0h 37m,The Excellence Collection,"Family, Modern","Beach, Kids Club, Pool Slide, Water Feature, Heated Pool, Kids Club for Under 4, Gym, Tennis, Adult Pool, Room Service, Nightclub, Babysitting, Swim Up Bar, Evening Entertainment, Spa, Buffet, Restaurants Don't Require Reservations, Wi-Fi Free, Waterpark For Little Kids","Family Suite, Swim Up Rooms, Plunge Pool Rooms",,,1 King or 2 Double,FALSE,450,2015,,4
Zoëtry Casa del Mar Los Cabos,93.7,Family,"$10,360.00","$14,455.88",1.32,,,5,E,8,Max 3 per Room,Mexico,San Jose del Cabo,Los Cabos,TRUE,0h 33m,Hyatt,"Quiet, Hidden Gem","Beach, Heated Pool, Gym, Golf Course, Yoga Classes, Swim Up Bar, Tennis, Spa, Room Service, Evening Entertainment, Wi-Fi Free",2 Bedroom Suites,,Can't Book Two Rooms,2 Queen,FALSE,57,1995,2015,4
Sailrock South Caicos,93.7,Family,"$25,805.00","$36,007.14",0.53,,,4,,9,,Turks and Caicos,South Caicos,Providenciales,TRUE,,,"Family, Romantic","Gym, Bicycles Available, Snorkelling, Windsurfing, Fishing, Yoga Classes, Room Service, Diving, Watersports Equipment Rentals, Spa, Beach, Buffet, Wi-Fi Free","Villas, Plunge Pool Rooms",,,1 King,FALSE,35,2016,,
"Naviva, A Four Seasons Resort, Punta Mita, Mexico",93.7,Adults Only,"$42,724.08","$59,615.26",0.32,,,,,NYR,,Mexico,Punta de Mita,Ordaz,TRUE,0h 56m,Four Seasons,"Boutique, Quaint","Gym, Bicycles Available, Golf Course, Tennis, Fishing, Spa, Beach, Pets Allowed, Yoga Classes, Room Service, Hiking, Wi-Fi Free","Villas, Plunge Pool Rooms",,,1 King,FALSE,15,2022,,
Iberostar Selection Varadero,93.5,Family,"$4,971.20","$6,936.59",2.72,,,5,,7,,Cuba,Varadero,Varadero,TRUE,0h 34m,IHG,"Family, Quiet","Beach, Kids Club, Teen Club, Babysitting, Swim Up Bar, Snorkelling, Evening Entertainment, Spa, Gym, Archery, Yoga Classes, Diving, Tennis, Buffet, Waterpark For Little Kids",2 Bedroom Suites,Great Beach,,1 King or 2 Double,FALSE,386,2004,2017,
Summerville Resort - All Inclusive,93.3,Family,"$2,713.41","$3,786.17",4.90,,,5,,4,,Brazil,Porto de Galinhas,Guararapes,FALSE,0h 48m,,"Family, Luxury","Gym, Hiking, Evening Entertainment, Babysitting, Kids Club, Beach, Adult Pool, Buffet, Swim Up Bar, Tennis, Spa, Wi-Fi Free, Waterpark For Little Kids","Villas, Beach Front Rooms",,,1 King and 1 Sofa Bed,FALSE,202,,2016,2
TRS Yucatan Hotel,93.3,Adults Only,"$3,223.17","$4,497.47",4.13,,,5,,7,,Mexico,Solidaridad,Cancun,TRUE,1h 14m,Wyndham Hotels,"Modern, Trendy","Beach, Gym, Diving, Evening Entertainment, Spa, Room Service, Swim Up Bar, Tennis, Nightclub, Buffet, Wi-Fi Free","Plunge Pool Rooms, Villas",Great Food,,1 King or 2 Double,FALSE,454,2002,2017,3
Iberostar Selection Coral Cancún,93.3,Adults Only,"$3,852.58","$5,375.72",3.45,,,5,,9,,Mexico,Cancun,Cancun,TRUE,0h 18m,IHG,"Romantic, Trendy","Beach, Gym, Diving, Swim Up Bar, Evening Entertainment, Tennis, Spa, Buffet, Wi-Fi Free",Plunge Pool Rooms,,,1 King or 2 Double,TRUE,156,2018,,15
Moon Palace Nizuc - Cancun,93.3,Family,"$4,190.00","$5,846.54",3.17,4,,5,,9,,Mexico,Cancun,Cancun,TRUE,0h 17m,Palace Resorts,"Business, Romantic","Beach, Kids Club, Teen Club, Pool Slide, Water Feature, Arcade, Flowrider, Gym, Bicycles Available, Room Service, Mini Golf, Watersports Equipment Rentals, Evening Entertainment, Babysitting, Buffet, Swim Up Bar, Diving, Golf Course, Nightclub, Spa, Waterpark For Little Kids",Family Suite,,,1 King or 2 Double,FALSE,2404,1996,2014,
Hyatt Zilara Cancun,93.3,Adults Only,"$4,466.00","$6,231.66",2.98,4,,5,E,9,,Mexico,Cancun,Cancun,TRUE,0h 23m,Hyatt,"Green, Romantic","Beach, Heated Pool, Gym, Diving, Spa, Swim Up Bar, Evening Entertainment, Buffet, Restaurants Don't Require Reservations, Wi-Fi Free",Swim Up Rooms,,,1 King or 2 Double,TRUE,310,2007,,8
The Towers at Pacifica at Pueblo Bonito Pacifica Golf & Spa Resort,93.3,Adults Only,"$5,331.20","$7,438.92",2.49,4,,4,,7,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 47m,Pueblo Bonito,"Romantic, Charming","Beach, Heated Pool, Gym, Yoga Classes, Swim Up Bar, Golf Course, Tennis, Room Service, Hiking, Spa, Buffet, Wi-Fi Free",,,,1 King,FALSE,154,2005,,5
Emerald Estates Luxury Villas,93.3,Family,"$8,377.60","$11,689.73",1.59,,,5,,,,Mexico,Mazatlan,Gen Rafael Buelna,FALSE,0h 37m,Pueblo Bonito,"Family, Trendy","Beach, Heated Pool, Gym, Tennis, Yoga Classes, Adult Pool, Room Service, Swim Up Bar, Spa, Buffet, Wi-Fi Free","Villas, Plunge Pool Rooms",,,3 Bedrooms,FALSE,7,2007,,
Hotel Mousai Cancun,93.3,Adults Only,"$9,386.00","$13,096.80",1.42,,,5,,9,,Mexico,Costa Mujeres,Cancun,TRUE,0h 34m,Tafer Hotels & Resorts,"Romantic, Modern","Heated Pool, Gym, Snorkelling, Spa, Room Service, Beach, Bicycles Available, Wi-Fi Free",2 Bedroom Suites,Great Food,,2 Queen,TRUE,88,2023,,9
Casa de Campo Resort & Villas,93.3,Family,"$10,160.39","$14,177.35",1.31,4,,4.5,,9,,Dominican Republic,La Romana,Punta Cana,TRUE,0h 47m,,"Modern, Family","Beach, Gym, Adult Pool, Horseback Riding, Tennis, Fishing, Spa, Babysitting, Yoga Classes, Room Service, Swim Up Bar, Golf Course, Snorkelling, Evening Entertainment, Nightclub, Buffet","2 Bedroom Suites, Villas, Plunge Pool Rooms",Great Food,Can Request,1 King or 2 Double,FALSE,185,1973,2019,2
Vila Galé Cayo Santa Maria,93.0,Family,"$1,197.00","$1,670.24",10.86,,,5,,,,Cuba,Cayo Las Brujas,Santa Clara,TRUE,1h 31m,,"Ocean View, Romantic","Gym, Tennis, Buffet, Swim Up Bar, Evening Entertainment, Kids Club, Wi-Fi Free, Beach, Babysitting, Room Service",,,,2 Double,FALSE,,,,
Iberostar Coral Holguin,93.0,Adults Only,"$1,664.35","$2,322.36",7.81,,,,,,,Cuba,Rafael Freyre,Holguin,TRUE,1h 0m,IHG,"Charming, Mid-Range","Gym, Archery, Room Service, Tennis, Evening Entertainment, Beach, Buffet, Snorkelling, Spa",Plunge Pool Rooms,,,1 King or 2 Double,FALSE,638,2018,2020,3
Melia Costa Rey,93.0,Family,"$2,485.00","$3,467.46",5.23,,,5,,NYR,,Cuba,Cayo Coco,Cayo Coco,TRUE,0h 16m,Melia,"Modern, Trendy","Beach, Gym, Diving, Adult Pool, Swim Up Bar, Watersports Equipment Rentals, Babysitting, Buffet, Evening Entertainment, Nightclub, Kids Club, Spa",,,,2 Double,FALSE,566,2015,,3
Secrets Mirabel Resort & Spa,93.0,Adults Only,"$3,093.00","$4,315.83",4.20,,,5,C,,,Mexico,Cancun,Cancun,TRUE,0h 17m,Hyatt,,"Spa, Swim Up Bar, Buffet, Evening Entertainment, Beach, Gym, Snorkelling","Swim Up Rooms, Plunge Pool Rooms",,,1 King or 2 Double,TRUE,487,2025,,
Anthony's Key Resort (Alcohol not included),93.0,Family,"$5,239.57","$7,311.06",2.48,,,3.5,,6,Alcohol not included,Honduras,Sandy Bay,Roatan,FALSE,0h 20m,,"Harbour View, Family Resort","Beach, Snorkelling, Fishing, Spa, Diving, Horseback Riding, Evening Entertainment",Villas,,,1 King and 1 Double,FALSE,56,2006,,1
Live Aqua Cancun,93.0,Adults Only,"$5,669.25","$7,910.62",2.29,4,Recommended,5,,9,,Mexico,Cancun,Cancun,TRUE,0h 21m,Fiesta Americana Travelty,"Green, Great View","Beach, Heated Pool, Gym, Evening Entertainment, Room Service, Swim Up Bar, Nightclub, Spa, Buffet, Wi-Fi Free",,Great Food,,1 King or 2 Double,TRUE,371,2002,2018,11
Finest Punta Cana By The Excellence Collection All Inclusive,93.0,Family,"$6,824.00","$9,521.90",1.91,4,,5,,NYR,,Dominican Republic,Punta Cana,Punta Cana,TRUE,0h 41m,The Excellence Collection,"Modern, Business","Beach, Kids Club, Pool Slide, Water Feature, Kids Club for Under 4, Gym, Diving, Swim Up Bar, Snorkelling, Watersports Equipment Rentals, Spa, Babysitting, Yoga Classes, Adult Pool, Room Service, Tennis, Evening Entertainment, Buffet, Restaurants Don't Require Reservations, Wi-Fi Free, Waterpark For Little Kids","Family Suite, Plunge Pool Rooms, Swim Up Rooms",,,1 King and 2 Twin,FALSE,455,2019,,
Grand Solmar Land's End Resort & Spa,93.0,Family,"$8,366.16","$11,673.76",1.55,,,4.5,,9,,Mexico,Cabo San Lucas,Los Cabos,TRUE,0h 45m,Solmar,"Quiet, Value","Beach, Kids Club, Heated Pool, Gym, Swim Up Bar, Evening Entertainment, Spa, Babysitting, Adult Pool, Buffet, Wi-Fi Free",2 Bedroom Suites,,Can't Book Two Rooms,1 King and 1 Queen Murphy Bed,TRUE,246,2010,2015,10
Viceroy Riviera Maya A Luxury Villa Resort,93.0,Adults Only,"$9,371.43","$13,076.47",1.39,4,,5,,8,,Mexico,Playa del Carmen,Cancun,TRUE,0h 43m,Viceroy Hotels & Resorts,"Boutique, Romantic","Gym, Diving, Heated Pool, Room Service, Beach, Spa, Wi-Fi Free","Villas, Plunge Pool Rooms",,,1 King,FALSE,41,2002,2012,1
Anse Chastanet Resort (No air conditioning or pool),93.0,Family,"$9,922.50","$13,845.41",1.31,4,,4,,7,No AC or Pool,Saint Lucia,Soufriere,George F. L. Charles,FALSE,1h 27m,,"Ocean View, Park View","Beach, Snorkelling, Fishing, Diving, Spa, Tennis, Buffet","Plunge Pool Rooms, Villas",Great Food,Can Request,1 King and 1 Twin,FALSE,49,1968,2001,
Club Med Miches Playa Esmeralda - Dominican Republic,93.0,Family,"$10,159.20","$14,175.69",1.28,,,5,,NYR,,Dominican Republic,Miches,Punta Cana,TRUE,1h 21m,Club Med,"Business, Romantic","Beach, Kids Club, Teen Club, Kids Club for Under 4, Gym, Archery, Yoga Classes, Tennis, Spa, Babysitting, Adult Pool, Horseback Riding, Evening Entertainment, Nightclub, Buffet, Waterpark For Big Kids",Adults Only Rooms,,,1 King,FALSE,162,2019,,
Bluefields Bay Villas & Suites,93.0,Family,"$16,163.63","$22,554.00",0.80,,,4,,NYR,,Jamaica,Bluefields,Sangster,TRUE,1h 6m,,"Family, Romantic","Beach, Babysitting, Diving, Horseback Riding, Tennis, Room Service, Hiking, Snorkelling, Wi-Fi Free","Villas, Plunge Pool Rooms",,,1 King and 2 Twin,FALSE,10,2009,,
Cozumel Palace,92.8,Family,"$5,712.00","$7,970.27",2.24,3,,4.5,,7,,Mexico,Cozumel,Cozumel,TRUE,0h 9m,Palace Resorts,"Family Resort, Centrally Located","Kids Club, Heated Pool, Gym, Snorkelling, Evening Entertainment, Spa, Diving, Babysitting, Swim Up Bar, Fishing, Buffet, Wi-Fi Free","2 Bedroom Suites, Family Suite",,,1 King or 2 Double,FALSE,175,1988,2004,5
Hotel Mousai Puerto Vallarta,92.8,Adults Only,"$5,922.00","$8,263.29",2.16,5,,5,,9,,Mexico,Puerto Vallarta,Ordaz,TRUE,0h 38m,Tafer Hotels & Resorts,"Trendy, Modern","Beach, Heated Pool, Gym, Tennis, Room Service, Spa, Buffet",2 Bedroom Suites,Great Food,,1 King or 2 Double,TRUE,145,2014,2021,
Hotel Xcaret Arte (16+),92.8,Adults Only,"$8,585.50","$11,979.82",1.49,5,,5,,NYR,16+ Allowed,Mexico,Playa del Carmen,Cancun,TRUE,0h 58m,Hoteles Xcaret,"Ocean View, Business","Beach, Heated Pool, Gym, Yoga Classes, Room Service, Swim Up Bar, Evening Entertainment, Nightclub, Pets Allowed, Hiking, Watersports Equipment Rentals, Spa, Buffet, Wi-Fi Free",Swim Up Rooms,Great Food,,2 Queen,FALSE,900,2021,,
TRS Turquesa Hotel,92.7,Adults Only,"$3,031.19","$4,229.59",4.19,,Recommended,5,,7,,Dominican Republic,Bavaro,Punta Cana,TRUE,0h 27m,Wyndham Hotels,"Value, Quiet","Beach, Gym, Casino, Snorkelling, Evening Entertainment, Nightclub, Room Service, Swim Up Bar, Diving, Tennis, Fishing, Spa, Buffet","Swim Up Rooms, Adults Only Rooms, Villas",,,1 King,FALSE,372,2004,2014,3
El Dorado Seaside Palms,92.7,Adults Only,"$3,915.00","$5,462.81",3.24,4,,5,,9,,Mexico,El Dorado,Cancun,TRUE,1h 11m,Karisma,"Quiet, Romantic","Beach, Gym, Room Service, Watersports Equipment Rentals, Evening Entertainment, Nightclub, Buffet, Swim Up Bar, Tennis, Spa","Swim Up Rooms, Beach Front Rooms",,,1 King or 2 Double,FALSE,380,1994,2004,7
Haven Riviera Cancun,92.7,Adults Only,"$4,458.72","$6,221.50",2.85,4,,5,,7,,Mexico,Cancun,Cancun,TRUE,0h 21m,,"Trendy, Romantic","Beach, Heated Pool, Gym, Tennis, Buffet, Swim Up Bar, Nightclub, Spa, Evening Entertainment, Wi-Fi Free",Swim Up Rooms,,,1 King and 1 Sofa Bed,FALSE,333,2018,,
"Paraíso de la Bonita Riviera May, a Luxury Collection Resort, Adult All-Inclusive, Member of Royalton Reserve Collection",92.7,Adults Only,"$5,413.10","$7,553.20",2.35,,,5,,NYR,,Mexico,Puerto Morelos,Cancun,TRUE,0h 27m,Marriott,"Boutique, Luxury","Beach, Spa, Wi-Fi Free, Gym, Room Service",,,,1 King or 2 Queen,FALSE,100,2021,2024,3
Excellence Oyster Bay,92.7,Adults Only,"$5,597.00","$7,809.80",2.27,4,,5,,8,,Jamaica,Falmouth,Sangster,TRUE,0h 36m,The Excellence Collection,"Trendy, Romantic","Beach, Gym, Snorkelling, Evening Entertainment, Nightclub, Spa, Swim Up Bar, Buffet, Restaurants Don't Require Reservations, Wi-Fi Free","Plunge Pool Rooms, Villas, Beach Front Rooms",,,1 King or 2 Double,FALSE,315,2018,,3
Excellence Coral Playa Mujeres,92.7,Adults Only,"$5,607.00","$7,823.76",2.27,,,,,9,,Mexico,Cancun,Cancun,TRUE,0h 38m,The Excellence Collection,"Luxury, Centrally Located","Gym, Archery, Buffet, Swim Up Bar, Tennis, Evening Entertainment, Beach, Yoga Classes, Adult Pool, Room Service, Snorkelling, Fishing, Spa, Restaurants Don't Require Reservations, Wi-Fi Free","Plunge Pool Rooms, Swim Up Rooms, Beach Front Rooms",Great Food,,1 King or 2 Twin,FALSE,503,2025,,5
